system bin_center bin_width bin_content err_stat err_syst
pAu 0.025 0.05 -1e+09 0 0
pAu 0.1 0.1 1.31027 0.0506868 0.0223937
pAu 0.225 0.15 0.967736 0.0469252 0.00456916
pAu 0.4 0.2 0.724702 0.0739252 0.0466911
pAu 0.6 0.2 0.650001 0.197 0.116072
pAu 0.85 0.3 -1e+09 0 0
pAl 0.025 0.05 -1e+09 0 0
pAl 0.1 0.1 1.2275 0.0487178 0.019235
pAl 0.225 0.15 1.01341 0.0505894 0.00511472
pAl 0.4 0.2 0.822249 0.0868616 0.0526528
pAl 0.6 0.2 0.887845 0.277732 0.163388
pAl 0.85 0.3 -1e+09 0 0
