system bin_center bin_width bin_content err_stat err_syst
pAu 0.025 0.05 -1e+09 0 0
pAu 0.1 0.1 1.51827 0.212714 0.0967456
pAu 0.225 0.15 1.58271 0.207669 0.0636396
pAu 0.4 0.2 1.39325 0.360609 0.0974079
pAu 0.6 0.2 0.501921 0.225974 0.188051
pAu 0.85 0.3 -1e+09 0 0
pAl 0.025 0.05 -1e+09 0 0
pAl 0.1 0.1 1.33976 0.192198 0.0965341
pAl 0.225 0.15 1.63725 0.218681 0.0500529
pAl 0.4 0.2 1.55989 0.411426 0.108514
pAl 0.6 0.2 0.569701 0.269517 0.266765
pAl 0.85 0.3 -1e+09 0 0
